Employee Number,Title,First Forname,Surname,Starting Original Date,Emp End Date,SSP Payment,SSP Contra Payment,SMP Payment,OMP Payment,SMP Recovery,CHILDCARE-NEW,BASIC PAY,Qty1,Net1,Tax1,Qty2,Net2,Tax2,Divisor,Pensionable Pay Offset,BASIC ARREARS,BASIC ARR - NP,PDI,CSP-BASIC ADJ,HOLIDAY PAY,O/T @ 1,O/T @ 1.5,OVERTIME CASH,SHIFT ALLW,ACTING ALLW,WEIGHTING,SUPPLEMENT,BONUS,U/P LEAVE,PENSION REFUND,REFER A FRIEND,INCENTIVE,COMMISSION,PILON-T,EX-GRATIA-N,EX-GRATIA-T,SIGNING FEE,TOP UP - OTHER,TOP UP - HOLIDAY,TOP UP - BANK HOLIDAY,Den 1 - EE,Den 1 - PAR,Den 1 - SP,Den 1 - FAM,Den 3 - EE,Den 3 - PAR,Den 3 - FAM,Den 6 - EE,Den 6 - PAR,,Choose IPad,Choose TV,Choose Mobiles - TopUp,Gym Flex,CHOOSECHILDCARE,CHOOSEBIKES,CHOOSEHEALTH,Smart Pension,SMART AVC %,SMART AVC £,WPR Sal Sac,Sal Sac,,Tax Paid,NI Contracted In,NI Pensioner Contracted In,Student Loan,Pension 1,VC %,VC Cash,WPR Non Sal Sacrifice,Entitled Workers Sal Sac,Entitled Workers Non Sal Sac,PRIORITY1,CSA1-PRE 04/03,CSA-POST 04/03,CSA-POST 04/03,CSA-POST 04/03,COUNCIL TAX > 07,COUNC TAX2 >07,NON PRIORITY1,A E O FINES,EAS 3 - POST 04/10,GAYE,CHOOSECHILDCARE,CHOOSEVOUCHERS,CHOOSETRAVEL,ADVANCE,LOAN,OVERPAYMENTS,SAYE 2009,SAYE 2010,SAYE 2011,SAYE 2012 3 Yr,SAYE 2012 5Yr,SAYE 2013 3 Yr,SAYE 2013 5Yr,GYM SUBS,MONIES REC,CAR FINES,Healthcare Gold - Single,Healthcare Gold - SPF,Healthcare Gold - Partner,Healthcare Gold - Family,,Net Pay (Total)
160745,MR,First Name 160745,Last Name 160745,11/06/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,761.51,0,0,0,0,0,0,0,0,0,0,0,0,0,2175.74,6959.65,0,100,0,0,0,0,0,0,0,0,0,0,0,0,9996.9,0,-749.52,0,0,0,-299.97,0,0,0,0,0,0,-1049.49,397.6,158.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.57,8390.84
160748,MR,First Name 160748,Last Name 160748,11/06/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,28.84,0,0,0,0,0,0,0,0,0,0,0,0,846.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.14,-389.25,0,0,0,0,0,0,0,0,0,0,0,-389.25,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,477.69
160828,MR,First Name 160828,Last Name 160828,25/06/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959.14,0,0,0,0,86.24,519.12,102.36,0,0,0,0,0,0,0,0,0,4426.51,0,0,0,0,0,0,0,0,0,0,-15.19,0,-15.19,1095.71,367.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,1713.08,3188.34
160836,MR,First Name 160836,Last Name 160836,25/06/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,811.44,0,0,0,0,25.28,347.63,37.95,0,0,0,0,0,0,0,0,0,2178.04,0,-65.25,0,0,0,0,0,-21.52,0,0,0,0,-86.77,375.2,230.2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.4,1870.97
160852,MISS,First Name 160852,Last Name 160852,25/06/2012,,0,0,0,0,0,0,1166.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,40.39,0,0,0,0,0,0,0,0,0,0,0,760.2,0,0,0,0,0,40.6,15.82,0,0,0,0,0,0,0,0,0,1533.58,0,0,0,0,0,0,0,0,0,0,-13.53,0,-13.53,402,161.66,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.66,1392.49
160868,MR,First Name 160868,Last Name 160868,16/07/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,55.74,0,0,0,0,86.67,0,0,0,0,0,0,366,0,0,0,0,16.7,230.63,36.18,0,0,0,0,0,0,0,0,0,1509.32,0,0,0,0,0,0,0,0,0,0,0,0,0,233,160.37,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.37,1553.05
160953,MR,First Name 160953,Last Name 160953,16/07/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,1905.12,0,0,0,0,0,0,55.92,0,-10.4,0,0,0,0,0,0,0,2796.96,0,0,0,0,0,0,0,-22.79,0,0,0,0,-22.79,488.2,312.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.35,2463.92
161085,MISS,First Name 161085,Last Name 161085,23/07/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.9,0,0,0,0,0,73.54,0,0,0,0,0,0,0,0,0,0,1187.84,0,0,0,0,0,0,0,0,0,0,-14.35,0,-14.35,165.8,120.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.87,1377.72
161169,MISS,First Name 161169,Last Name 161169,16/07/2012,11/06/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.92,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,95.32
161172,MR,First Name 161172,Last Name 161172,09/07/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,111.48,0,0,0,0,86.67,0,0,0,0,0,0,483.75,0,0,0,0,5.63,0,12.87,0,0,0,0,0,0,0,0,0,1417.8,-47.65,0,0,0,0,0,0,-21.52,0,0,0,0,-69.17,232,141.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,0,0,0,0,523.09,1315.64
161174,MR,First Name 161174,Last Name 161174,16/07/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,753.88,0,0,0,0,0,293.24,0,0,0,0,0,0,0,0,0,0,2045.11,-47.65,0,0,0,0,0,0,-22.79,0,0,0,0,-70.44,354.2,216.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.41,1894.36
161285,MR,First Name 161285,Last Name 161285,30/07/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,89.02,0,0,0,0,0,0,0,0,0,0,1430.42,0,0,0,0,0,0,0,-21.52,0,0,0,0,-21.52,240.6,148.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.92,1510.08
161292,MR,First Name 161292,Last Name 161292,30/07/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,1715.1,0,0,0,0,0,0,0,0,0,0,0,2519.17,0,0,0,0,0,0,0,-21.52,0,0,0,0,-21.52,438.2,278.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,817.17,2170.58
161312,MR,First Name 161312,Last Name 161312,30/07/2012,25/07/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.31,0,0,0,0,0,0,0,0,0,0,108.31,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,86.71
161367,MR,First Name 161367,Last Name 161367,20/08/2012,,0,0,0,0,0,0,1496.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.59,0,0,0,0,138.67,330.77,0,0,0,0,0,0,0,0,0,0,3142.43,0,0,0,0,0,0,0,-30.19,0,0,0,0,-30.19,560,341.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1001.39,2600.95
161383,MR,First Name 161383,Last Name 161383,06/08/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,230.76,0,0,0,0,86.67,0,0,0,0,0,0,781.99,0,0,0,0,34.58,0,20.27,0,0,0,0,0,0,0,0,0,1913.92,-47.65,0,0,0,0,0,0,-22.79,0,0,0,0,-70.44,331,200.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,0,0,0,0,681.47,1652.11
161458,MR,First Name 161458,Last Name 161458,13/08/2012,,175.1,0,0,0,0,0,724.5,3,90,10,2,90,10,2,-490.1,0,0,0,-724.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-315,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,140.1
161565,MR,First Name 161565,Last Name 161565,20/08/2012,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,-57.68,0,57.69,0,0,0,0,86.67,238.34,0,0,0,0,0,1627.92,0,0,0,0,52.78,0,0,0,0,0,0,0,0,0,0,0,2765.37,-43.25,-27.69,0,0,0,0,0,0,0,0,-14.04,0,-84.98,488.8,300.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-222.3,3392.79
161601,MR,First Name 161601,Last Name 161601,06/08/2012,,0,0,0,0,0,0,1519.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,2318.58,0,0,0,0,97.1,931.31,84.96,0,0,0,0,0,0,0,0,0,4548.1,0,0,0,0,0,0,0,-30.88,0,0,0,0,-30.88,1152.91,369.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522.4,3484.92
161611,MR,First Name 161611,Last Name 161611,17/09/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.4,0,0,0,0,0,62.01,0,0,0,0,0,0,0,0,0,0,874.81,-47.65,0,0,0,0,0,0,0,0,0,-21.52,0,-69.17,109.2,75.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.63,1021.11
161616,MR,First Name 161616,Last Name 161616,20/08/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,1372.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1929.03,7935.02,0,100,0,0,0,0,0,0,0,0,0,0,0,0,11336.87,0,0,0,0,0,0,0,0,0,0,0,0,0,699.31,328.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.97,10308.9
161759,MR,First Name 161759,Last Name 161759,03/09/2012,12/06/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.81,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,476.88,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.06,342.82
161804,MR,First Name 161804,Last Name 161804,15/10/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,3611.17,0,0,0,0,0,0,0,0,0,0,0,0,0,6190.57,21496.04,0,100,0,0,0,0,0,0,0,0,0,0,0,0,31397.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3198.11,467.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,26777.24,0,0.01,0,0,0,0,0,250,0,0,0,0,0,0,0,0,30742.73,655.05
161915,MR,First Name 161915,Last Name 161915,08/10/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29,0,20.29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16.29
161916,MR,First Name 161916,Last Name 161916,24/09/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,505.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1495.43,3626.38,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5727.76,-323.19,0,0,0,0,0,0,0,0,0,0,0,-323.19,291.6,133.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4770.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5196.2,208.37
161953,MR,First Name 161953,Last Name 161953,01/10/2012,,0,0,0,0,0,-243,749.83,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.68,0,0,0,0,0,120.07,35.47,0,0,0,0,0,0,0,0,0,770.95,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4,71.77,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.96,1068.09
161997,MR,First Name 161997,Last Name 161997,01/10/2012,,0,0,0,0,0,0,1166.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,161.55,0,0,0,0,0,0,0,0,0,0,0,3273.3,0,0,0,0,73.92,6.7,96.48,0,-10.4,0,0,0,0,0,0,0,4278.12,0,0,0,0,0,0,0,0,0,0,0,0,0,716.4,364.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.1,3687.12
162004,MR,First Name 162004,Last Name 162004,03/09/2012,,0,0,0,0,0,0,1476,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,1718.64,0,0,0,0,67.7,130.41,67.7,0,0,0,0,0,0,0,0,0,3057.02,0,0,0,0,0,0,0,0,0,0,-19.72,0,-19.72,580.2,339.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.09,2607.31
162028,MR,First Name 162028,Last Name 162028,08/10/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,440.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.05,3734.66,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5577.24,0,0,0,0,0,0,0,0,0,0,0,0,0,263,141.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5059.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464.24,113
162134,MR,First Name 162134,Last Name 162134,24/09/2012,,0,0,0,0,0,0,1261.83,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922.92,0,0,0,0,0,843.58,132.26,0,0,0,0,0,0,0,0,0,5670.49,0,-84,0,0,0,0,0,0,0,0,-15.43,0,-99.43,1608.11,390.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,2248.67,3812.49
162173,MR,First Name 162173,Last Name 162173,17/09/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,7.51
162272,MISS,First Name 162272,Last Name 162272,24/09/2012,25/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.2,0,0,0,0,0,65.79,8.39,0,0,0,0,0,0,0,0,0,459.38,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8,36.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.56,330.82
162294,MR,First Name 162294,Last Name 162294,17/09/2012,25/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4,0,0,0,0,9.42,102.18,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,25.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.72,269.28
162313,MR,First Name 162313,Last Name 162313,01/10/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,222.92,0,0,0,0,0,0,0,0,0,0,0,277.6,0,0,0,0,22.51,23.53,23.85,0,0,0,0,0,0,0,0,0,1287.81,0,0,0,0,0,0,0,-21.52,0,0,0,0,-21.52,184.4,131.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,390.61,1365.78
162322,MR,First Name 162322,Last Name 162322,01/10/2012,,0,0,0,0,0,0,1261.83,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,54.6,0,0,0,0,0,0,0,0,0,0,0,1215.42,0,0,0,0,0,256.76,45.76,0,0,0,0,0,0,0,0,0,2344.27,0,0,0,0,0,0,0,-23.15,0,0,0,0,-23.15,402.8,257.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.59,2150.63
162370,MR,First Name 162370,Last Name 162370,08/10/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.12,0,0,0,0,158.15,0,25.3,0,0,0,0,0,0,0,0,0,1839.97,0,-56.24,0,0,0,0,0,0,0,0,-14.35,0,-70.59,303.8,191.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.38,1764.1
162450,MR,First Name 162450,Last Name 162450,08/10/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,1608.89,0,0,0,0,0,0,0,0,0,0,0,0,0,4755.33,17476.57,0,100,0,0,0,0,0,0,0,0,0,0,0,0,23940.79,0,0,0,0,0,0,0,0,0,0,0,0,0,2054.51,191.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245.93,21694.86
162454,MR,First Name 162454,Last Name 162454,08/10/2012,,0,0,0,0,0,0,1274,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,260.93,0,0,0,0,0,0,0,0,0,0,0,703.32,0,0,0,0,0.2,252.96,0,0,0,0,0,0,0,0,0,0,2001.31,0,0,0,0,0,0,0,-23.52,0,0,0,0,-23.52,334.2,216.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.79,1917.1
162791,MR,First Name 162791,Last Name 162791,05/11/2012,18/10/2014,0,0,0,0,0,0,780.23,3,90,10,2,90,10,2,-490.1,0,0,0,0,501.58,0,0,0,0,0,0,0,0,0,0,0,0,2225.9,0,0,0,0,27.27,0,65.72,0,0,0,0,0,0,0,0,0,3110.6,0,0,0,0,0,0,0,0,0,0,0,0,0,575.4,341.35,0,197,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.45,2478.25
162992,MISS,First Name 162992,Last Name 162992,12/11/2012,,0,0,0,0,0,0,1523.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,0,0,0,0,0,82.34,0,0,0,0,0,0,0,0,0,0,1137.34,0,0,0,0,0,0,0,-30.99,0,0,0,0,-30.99,159.8,112.01,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.81,1308.64
162994,MR,First Name 162994,Last Name 162994,05/11/2012,,0,0,0,0,0,0,1261.83,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,58.24,0,0,0,0,0,238.33,0,-407.67,0,0,0,2717.23,0,0,0,0,61.35,0,56.8,0,0,0,0,0,0,0,0,0,3496.01,-35.91,-65.25,0,0,0,0,0,0,0,0,-7.28,0,-108.44,629,346.89,0,0,0,0,0,0,0,0,0,0,199.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.65,2702.02
163060,MISS,First Name 163060,Last Name 163060,12/11/2012,,0,0,0,0,0,0,1261.83,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1956.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967.03,0,-27.69,0,0,0,0,0,-23.15,0,0,0,0,-50.84,537.6,329.19,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.79,2360.5
163151,MR,First Name 163151,Last Name 163151,19/11/2012,30/09/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,-1249.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1249.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1249.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1249.75,0
163209,MISS,First Name 163209,Last Name 163209,19/11/2012,,0,0,0,0,0,0,1166.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.88,0,0,0,0,0,0,47.93,0,0,0,0,0,0,0,0,0,2230.38,0,0,0,0,0,0,0,-20.3,0,0,0,0,-20.3,373.2,244.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.66,2082.52
163354,MR,First Name 163354,Last Name 163354,26/11/2012,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.66,0,0,0,0,0,964.44,0,0,0,0,0,0,0,0,0,0,2147.5,0,0,0,0,0,0,0,-21.52,0,0,0,0,-21.52,275.2,234.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,587.9,2028.18
163360,MR,First Name 163360,Last Name 163360,26/11/2012,,0,0,0,0,0,0,1166.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.25,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,1175.22,0,0,0,0,0,0,0,0,0,0,-13.53,0,-13.53,171,118.65,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.65,1341.14
163381,MR,First Name 163381,Last Name 163381,26/11/2012,,0,0,0,0,0,0,1454.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,311.96,0,0,0,0,11.89,37.46,0,0,0,0,0,0,0,0,0,0,1563.8,0,0,0,0,0,0,0,-28.92,0,0,0,0,-28.92,238.2,163.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.64,1623.34
163443,MR,First Name 163443,Last Name 163443,07/01/2013,,0,0,0,0,0,0,1166.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,427.34,0,0,0,0,0,0,0,0,0,0,1319.91,0,0,0,0,0,0,0,-20.3,0,0,0,0,-20.3,197.6,135.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,362.8,1426.91
